UNID,PDIR,fullstreet,PBUILD,PSTREET,PSTREETTYPE,PSTREETSUF,PSUITE,PCITY,PSTATE,PCODE,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
D0A035AA44DAC85B85257B3200657130,,"1201 S Scott St",1201,"S Scott St",,,,Arlington,VA,22204,38.863185,-77.076725,1,rooftop,1201,"S Scott St",Arlington,VA,"Arlington County",22204,US,Arlington
D0B5DD1F9AC4B13F88256BF8007481FA,,"305 N Glebe Rd",305,"N Glebe Rd",,,,Arlington,VA,22203,38.874192,-77.105171,1,rooftop,305,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
D0D046CA5E31245B8825727B0075212F,,"4811 Columbia Pike",4811,"Columbia Pike",,,,Arlington,VA,22204,38.856941,-77.109243,1,rooftop,4811,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
D0E2CA0DA79C60E488256BF8007482E2,,"3709 Columbia Pike",3709,"Columbia Pike",,,,Arlington,VA,22204,38.860639,-77.095156,1,rooftop,3709,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
D12CFD73A7790249852578BF005879C4,," Mobile",,Mobile,,,"MOBILE #",Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
D1309108F4EC9E3F85257C58007500E1,,"1325 S. Dinwiddie St",1325,"S. Dinwiddie St",,,,Arlington,VA,22206,38.847378,-77.111703,1,rooftop,1325,"S Dinwiddie St",Arlington,VA,"Arlington County",22206,US,Arlington
D152DDFF1707573A8825756D00759EC0,,"1500 Arlington Blvd",1500,"Arlington Blvd",,,,Arlington,VA,22209,38.890835,-77.074085,1,rooftop,1500,"Arlington Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
D168FB45DB013C4988256BF800748369,,"3017 N Glebe Rd",3017,"N Glebe Rd",,,,Arlington,VA,22207-,38.907603,-77.130286,1,rooftop,3017,"N Glebe Rd",Arlington,VA,"Arlington County",22207,US,Arlington
D19A59CBBC10BF3988257589005220E0,,"2909 S 16th St",2909,"S 16th St",,,,Arlington,VA,22204,38.857943,-77.086234,0.8,rooftop,2909,"16th St S",Arlington,VA,"Arlington County",22204,US,Arlington
D1A9C0406D30EF8688256BF80074850A,,"2772 S Randolph St",2772,"S Randolph St",,,,Arlington,VA,22206,38.841276,-77.088938,1,rooftop,2772,"S Randolph St",Arlington,VA,"Arlington County",22206,US,Arlington
D1C4B378E0E7D81A88256BF8007486AD,,"1735 N Lynn St",1735,"N Lynn St",,,,Arlington,VA,22207,38.895745,-77.070473,0.9,rooftop,1735,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
D2059102B1DCB78188256BF8007481EC,,"3610 Lee Hwy",3610,"Lee Hwy",,,,Arlington,VA,22207,38.895825,-77.104536,1,rooftop,3610,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
D2221986EBE811A685257E28004B8C57,,"Mobile County Wide",Mobile,"County Wide",,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
D231338AA85BADB388256BF8007483AF,,"4834 Lee Hwy",4834,"Lee Hwy",,,,Arlington,VA,22207,38.896367,-77.126257,1,rooftop,4834,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
D2881D656B81665C85257DF1005A5823,,"5007 Columbia Pike",5007,"Columbia Pike",,,,Arlington,VA,22204,38.856104,-77.113132,1,rooftop,5007,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
D298F57A14901D8485257E110061251C,,"2450 Crystal Dr Suite R013-B",2450,"Crystal Dr Suite R013-B",,,,Arlington,VA,22202,38.852244,-77.0503,1,rooftop,2450,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
D309DA2E238B288C8525724900712A39,,"2325 S Eads St",2325,"S Eads St",,,,Arlington,VA,22202,38.852732,-77.05321,1,rooftop,2325,"S Eads St",Arlington,VA,"Arlington County",22202,US,Arlington
D33C715720CD482E8525822D0073696D,,"5841 Washington Blvd",5841,"Washington Blvd",,,,Arlington,VA,22205,38.88522,-77.140423,1,rooftop,5841,"Washington Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
D35FF659620F7A4E852570A0004CBDEA,,"2154 Crystal Plaza Arcade",2154,"Crystal Plaza Arcade",,,,Arlington,VA,22202,38.854665,-77.050425,1,rooftop,2154,"Crystal Plaza Arc",Arlington,VA,"Arlington County",22202,US,"Virginia Geographic Information Network (VGIN)"
D36350320E8BFF978525768700571C39,,"3600 Columbia Pike",3600,"Columbia Pike",,,,Arlington,VA,22204,38.860419,-77.094016,1,rooftop,3600,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
D36F590AB882639688256BF80074849A,,"2799 Jefferson Davis Hwy (2nd fl.)",2799,"Jefferson Davis Hwy (2nd fl.)",,,,Arlington,VA,22202,38.848961,-77.051951,1,rooftop,2799,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
D3795D1E480841C986257EEE00693F29,," WNA-Terminal A Post-Security Space",,"WNA-Terminal A Post-Security Space",,,,Arlington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
D38E4DF1403E7D0C85258051005B769D,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
D39C47C94681B508852577CA006D961F,,"2450 Crystal Dr Suite R-013A",2450,"Crystal Dr Suite R-013A",,,,Arlington,VA,22202,38.852244,-77.0503,1,rooftop,2450,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
D40B3BDFDA33DCA185257E490044866F,," WNA-Terminal C North Pier Space#C2",,"WNA-Terminal C North Pier Space#C2",,,,Arlington,VA,22201,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
D425A24777312D1A85256E050055F7E2,,"1010 N Glebe Rd #130",1010,"N Glebe Rd #130",,,,Arlington,VA,22201,38.883304,-77.1169,1,rooftop,1010,"N Glebe Rd",Arlington,VA,"Arlington County",22201,US,Arlington
D42C4180129F518988256BF8007485DB,,"1735 N Lynn St-Unit 15",1735,"N Lynn St-Unit 15",,,,Arlington,VA,22209,38.895745,-77.070473,1,rooftop,1735,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
D4534FFC6B775F03852577D50061529B,,"2424 Wilson Blvd Unit C",2424,"Wilson Blvd Unit C",,,,Arlington,VA,22201,38.890405,-77.088246,1,rooftop,2424,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
D48E7348C2EAE47685258072005AA54B,,"2442 N Harrison St",2442,"N Harrison St",,,,Arlington,VA,22207,38.89675,-77.138809,1,rooftop,2442,"N Harrison St",Arlington,VA,"Arlington County",22207,US,Arlington
D4AC357A214C130085257EB500688367,,"2400 Jefferson Davis Hwy",2400,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.852161,-77.053166,1,rooftop,2400,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
D4C520A686226B8688256BF800748681,,"2799 Jefferson Davis Hwy (2nd fl. & Ba.",2799,"Jefferson Davis Hwy (2nd fl. & Ba.",,,,Arlington,VA,22202,0,0,0,,,,,,,,,
D4CA7B028F5AE96785258102004AB072,,"70 N Glebe Rd",70,"N Glebe Rd",,,,Arlington,VA,22203,38.871391,-77.102109,1,rooftop,70,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
D52DA826071C748985256EF6005C337C,,"4815-A Lee Hwy",4815-A,"Lee Hwy",,,,Arlington,VA,22207,38.896912,-77.125798,0.9,rooftop,4815,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
D57953457DA3D5BF852571C00064635D,,"1550 Wilson Blvd #105",1550,"Wilson Blvd #105",,,,Arlington,VA,22209,38.894329,-77.075913,1,rooftop,1550,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
D595CC11EBE89DFD85256EA2004D9DB0,,"2000 N Glebe Rd",2000,"N Glebe Rd",,,,Arlington,VA,22207,38.894215,-77.121643,1,rooftop,2000,"N Glebe Rd",Arlington,VA,"Arlington County",22207,US,Arlington
D5E0A2EAEF3A4B3E882574240049F4AE,,"1919 N Lynn St",1919,"N Lynn St",,,"4th & 24t",Arlington,VA,22209,38.897578,-77.07047,1,rooftop,1919,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
D5E11EA0385C2AAD8525825D0058AC4A,,"3125 Wilson Blvd",3125,"Wilson Blvd",,,,Arlington,VA,22201,38.887208,-77.09564,1,rooftop,3125,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
D5FA0975F41B8EE585257D2E00551447,,"1800 Wilson Blvd, R1",1800,"Wilson Blvd, R1",,,,Arlington,VA,22201,38.893434,-77.079111,1,rooftop,1800,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
D66A775DDC3ED5B285257F9500583858,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
D69B2E250A2F207985257B9F0051A4D6,,"2209 N. Pershing Ste E",2209,"N. Pershing Ste E",,,,Arlington,VA,22201,38.880887,-77.086221,1,rooftop,2209,"N Pershing Dr",Arlington,VA,"Arlington County",22201,US,Arlington
D6A0A505A7816D6B85257D9C006F8997,,"85 N Glebe Rd",85,"N Glebe Rd",,,,Arlington,VA,22203,38.87217,-77.10194,1,rooftop,85,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
D6A2DF75388045BC85257E6F005A5F6C,,"300 Corporate Blvd",300,"Corporate Blvd",,,,Arlington,VA,,38.885484,-77.099113,0.33,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
D777AD1689B3B33D85256F0300632460,,"2250-A Crystal Dr",2250-A,"Crystal Dr",,,,Arlington,VA,22202,38.853735,-77.04977,0.9,rooftop,2250,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
D793C5C0785A82B38825731C00450F0C,,"3600 S Glebe Rd",3600,"S Glebe Rd",,,,Arlington,VA,22202,38.842371,-77.05168,1,rooftop,3600,"S Glebe Rd",Arlington,VA,"Arlington County",22202,US,Arlington
D79D12D25ACC120985258210006C5C4D,,"6017 Wilson Blvd",6017,"Wilson Blvd",,,,Arlington,VA,22205,38.874065,-77.139705,1,rooftop,6017,"Wilson Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
D7F51C34CBE46A6488256BF8007485F9,,"1727 Wilson Blvd",1727,"Wilson Blvd",,,,Arlington,VA,22209,38.894165,-77.078976,1,rooftop,1727,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
D8096FD95A400A3688256BF800748666,,"1100 S Hayes St M-100",1100,"S Hayes St M-100",,,,Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
D842E9E9C948555B85257BE8007295B8,," WNA-North Pier/Space #3",,"WNA-North Pier/Space #3",,,,Washington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
D85BE8F3F769946B85257B860063B7F2,,"5645 Lee Hwy",5645,"Lee Hwy",,,,Arlington,VA,22207,38.895499,-77.142138,1,rooftop,5645,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
D8601B3E065EDBEB85257C51004D25C6,,"950 N Stafford St",950,"N Stafford St",,,,Arlington,VA,22203,38.881691,-77.110808,1,rooftop,950,"N Stafford St",Arlington,VA,"Arlington County",22203,US,Arlington
D88154EA60A3C27488256BF8007488BA,,"2690 Clarendon Blvd",2690,"Clarendon Blvd",,,,Arlington,VA,22201,38.88842,-77.090777,1,rooftop,2690,"Clarendon Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
D8861D36CF18389985257CDA00685F8B,,"2201 N. Pershing Dr Suite # F",2201,"N. Pershing Dr Suite # F",,,,Arlington,VA,22201,38.881084,-77.085126,1,rooftop,2201,"N Pershing Dr",Arlington,VA,"Arlington County",22201,US,Arlington
D8D5FEA600F5E33585257EEA005CF38C,,"2231 Crystal Dr Suite 1000",2231,"Crystal Dr Suite 1000",,,,Arlington,VA,22202,38.85381,-77.04871,1,rooftop,2231,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
D8FBF7C25FC76CAE852570DD006C1A96,,"2700 Wilson Blvd",2700,"Wilson Blvd",,,,Arlington,VA,22201,38.889073,-77.09109,1,rooftop,2700,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
D921ED64B68B799788256BF800748196,,"5845-N Washington Blvd",5845-N,"Washington Blvd",,,,Arlington,VA,22205,38.885258,-77.140498,0.9,rooftop,5845,"Washington Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
D9517569FC071B5385257FA000686C28,,"4201 Wilson Blvd",4201,"Wilson Blvd",,,250,Arlington,VA,22203,38.880339,-77.111101,1,rooftop,4201,"Wilson Blvd",Arlington,VA,"Arlington County",22203,US,Arlington
D9A7DE97FBCF05E885258210005A2329,,"1401 Lee Hwy",1401,"Lee Hwy",,,,Arlington,VA,22209,38.899731,-77.072975,1,rooftop,1401,"Lee Hwy",Arlington,VA,"Arlington County",22209,US,Arlington
D9B0EDF15B0563D68825737700669DFC,,"2815 S Wakefield St",2815,"S Wakefield St",,,,Arlington,VA,22206,38.844113,-77.097788,1,rooftop,2815,"S Wakefield St",Arlington,VA,"Arlington County",22206,US,Arlington
D9D33A1CBC412D6185257DC40057DAE7,,"5101 Wilson Blvd",5101,"Wilson Blvd",,,,Arlington,VA,22205,38.877882,-77.123517,1,rooftop,5101,"Wilson Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
D9E6BFB8AEBA04CC85256FB600567824,,"1687 Crystal Square Arcade",1687,"Crystal Square Arcade",,,,Arlington,VA,22202,38.858201,-77.051292,1,rooftop,1687,"Crystal Square Arc",Arlington,VA,"Arlington County",22202,US,"Virginia Geographic Information Network (VGIN)"
D9F76ECCB886B41F88256BF80074811D,,"4709 Lee Hwy",4709,"Lee Hwy",,,,Arlington,VA,22207,38.898406,-77.122325,1,rooftop,4709,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
DA1D89F81821838985257C450062907B,,"1301 S Joyce St D-4",1301,"S Joyce St D-4",,,,Arlington,VA,22202,38.862826,-77.063199,1,rooftop,1301,"S Joyce St",Arlington,VA,"Arlington County",22202,US,Arlington
DA5C1A5D6AC9F46488257658006685FC,,"825 S 23rd St",825,"S 23rd St",,,,Arlington,VA,22202,38.853462,-77.060712,1,rooftop,825,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
DAB18BF37258892D85257A6100715851,,"1200 S Fern St",1200,"S Fern St",,,,Arlington,VA,22202,38.861193,-77.057315,1,rooftop,1200,"S Fern St",Arlington,VA,"Arlington County",22202,US,Arlington
DB4A29FA7155EA78852580BB0060DDAD,,"2163 N Glebe Rd",2163,"N Glebe Rd",,,,Arlington,VA,22207,38.897194,-77.122513,1,rooftop,2163,"N Glebe Rd",Arlington,VA,"Arlington County",22207,US,Arlington
DC004ED506F6B36B85257D1600661FB8,," WNA-National Hall #24",,"WNA-National Hall #24",,,,Washington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
DC0FC883FF42AB6B85257EE40044DCF0,,"4514 Lee Hwy",4514,"Lee Hwy",,,,Arlington,VA,22207,38.898419,-77.118587,1,rooftop,4514,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
DC1161912302023885256BFA004070CB,,"1300 N 17th St",1300,"N 17th St",,,,Arlington,VA,22209,38.893655,-77.072588,1,rooftop,1300,"17th St N",Arlington,VA,"Arlington County",22209,US,Arlington
DC5D4C39FA8B8DFE85257A98007081A8,,"77 N Glebe Rd",77,"N Glebe Rd",,,,Arlington,VA,22203,38.872027,-77.101796,1,rooftop,77,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
DC86C8A78B444DC1882575B700569590,,"2920 Columbia Pike",2920,"Columbia Pike",,,,Arlington,VA,22204,38.862311,-77.087437,1,rooftop,2920,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
DC95ED111885E8BB85257B480058E8A3,,"2480 S Glebe Rd",2480,"S Glebe Rd",,,,Arlington,VA,22206,38.847644,-77.080433,1,rooftop,2480,"S Glebe Rd",Arlington,VA,"Arlington County",22206,US,Arlington
DCBBAA45B5E1AD2888256BF8007485F8,,"2799 Jefferson Davis Hwy (2nd fl.)",2799,"Jefferson Davis Hwy (2nd fl.)",,,,Arlington,VA,22202,38.848961,-77.051951,1,rooftop,2799,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
DCDAAC796DC1441E86257EF300576585,,"2020A 14th Street North, 2nd Floor",2020A,"14th Street North, 2nd Floor",,,,Arlington,VA,22201,38.889487,-77.083266,1,rooftop,2020,"14th St N",Arlington,VA,"Arlington County",22201,US,Arlington
DCFDC97EEF76358D85257D0E006FCDF3,,"2599 Columbia Pike",2599,"Columbia Pike",,,,Arlington,VA,22204,38.863323,-77.084672,1,rooftop,2599,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
DD753AAD96B4D0738525823B005887B5,,"2116 N 19th St",2116,"N 19th St",,,,Arlington,VA,22201,38.895457,-77.08497,1,rooftop,2116,"19th St N",Arlington,VA,"Arlington County",22201,US,Arlington
DD76C3414B74E94588256BF8007481A2,,"1035 S Edgewood St",1035,"S Edgewood St",,,,Arlington,VA,22204,38.86207,-77.086051,1,rooftop,1035,"S Edgewood St",Arlington,VA,"Arlington County",22204,US,Arlington
DDBF5D30B2F47EF288256BF8007485B5,,"125 S Old Glebe Rd",125,"S Old Glebe Rd",,,,Arlington,VA,22204,38.868878,-77.098303,1,rooftop,125,"S Glebe Rd",Arlington,VA,"Arlington County",22204,US,Arlington
DDE8DB722171009785257DC400590785,,"3713 Lee Hwy",3713,"Lee Hwy",,,,Arlington,VA,22207,38.896729,-77.105669,1,rooftop,3713,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
DE210981E428AFB885257854004C105A,," Mobile",,Mobile,,,"Mobile #",Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
DE2BCACFE83559C788256BF800748583,," WNA-Concourse B-3rd floor",,"WNA-Concourse B-3rd floor",,,,Washington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
DEA4A897D48DF47D88256BF8007482C0,,"5555 Lee Hwy",5555,"Lee Hwy",,,,Arlington,VA,22207,38.896003,-77.140355,1,rooftop,5555,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
DEA6134DF27DF8E788256BF800748107,,"4238 Wilson Blvd",4238,"Wilson Blvd",,,,Arlington,VA,22203,38.879631,-77.1109,1,rooftop,4238,"Wilson Blvd",Arlington,VA,"Arlington County",22203,US,Arlington
DED50EF829967D3485257C350056E102,,"2803 Columbia Pike",2803,"Columbia Pike",,,,Arlington,VA,22204,38.862803,-77.086655,1,rooftop,2803,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
DF6F70740E21583F85257E8C0057A4A7,,"1600 N Oak St",1600,"N Oak St",,,,Arlington,VA,22209,38.892591,-77.073949,1,rooftop,1600,"N Oak St",Arlington,VA,"Arlington County",22209,US,Arlington
E0024E6190AD6ED985257B0B004BFDD2,,"5183 Lee Hwy",5183,"Lee Hwy",,,,Arlington,VA,22207,38.896625,-77.133314,1,rooftop,5183,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
E01346CE56A0D06E8525812A00406936,,"2911 Columbia Pike",2911,"Columbia Pike",,,,Arlington,VA,22204,38.862681,-77.08714,0.9,range_interpolation,2911,"State Rte 244",Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
E0382B439A813F4888256BF80074838A,,"1999 Jefferson Davis Hwy",1999,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.856453,-77.051454,1,rooftop,1999,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
E06063E12C97C9A6852579AD0071746B,,"1723 Wilson Blvd",1723,"Wilson Blvd",,,,Arlington,VA,22209,38.894195,-77.078892,1,rooftop,1723,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
E064DE4EC14EAAA9852571F700545AB0,,"1100 S Hayes St",1100,"S Hayes St",,,,Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
E086D486421E838E88256BF80074811A,,"3600 N Harrison St",3600,"N Harrison St",,,,Arlington,VA,22207,38.909719,-77.146372,1,rooftop,3600,"N Harrison St",Arlington,VA,"Arlington County",22207,US,Arlington
E0D0D1EBBD6720B8852581DB004A40EF,,"1250 S Hayes St",1250,"S Hayes St",,,,Arlington,VA,22202,38.862454,-77.060567,1,rooftop,1250,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
E0EE4F381EFAD7D985258286005DD9D4,,"4200 S Four Mile Run Dr",4200,"S Four Mile Run Dr",,,,Arlington,VA,22204,38.850556,-77.101904,0.9,rooftop,4200,"S Four Mile Run Dr",Arlington,VA,"Arlington County",22206,US,Arlington
E0EF32B45210AA4A85257EC40057BCCB,,"1325 S. Dinwiddie St",1325,"S. Dinwiddie St",,,,Arlington,VA,22206,38.847378,-77.111703,1,rooftop,1325,"S Dinwiddie St",Arlington,VA,"Arlington County",22206,US,Arlington
E103D25445316B5985257F37004A02AF,,"2413 Columbia Pike",2413,"Columbia Pike",,,,Arlington,VA,22204,38.863561,-77.084002,1,rooftop,2413,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
E10708B9566D223E852577BD006C3C34,,"4075-B Wilson Blvd",4075-B,"Wilson Blvd",,,,Arlington,VA,22203,38.88011,-77.10873,0.9,rooftop,4075,"Wilson Blvd",Arlington,VA,"Arlington County",22203,US,Arlington
E120050A29254B0A85257D31007161E3,,"1101 S Joyce St #B26",1101,"S Joyce St #B26",,,,Arlington,VA,22202,38.864291,-77.062875,1,rooftop,1101,"S Joyce St",Arlington,VA,"Arlington County",22202,US,Arlington
E15EB0BFC463B24A852580B9006E66EB,,"3205 Columbia Pike",3205,"Columbia Pike",,,,Arlington,VA,22204,38.862021,-77.090137,1,rooftop,3205,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
E307610B46EAA95F8525822B007314CB,,"801 N Quincy St #100",801,"N Quincy St #100",,,,Arlington,VA,22203,38.880136,-77.107309,1,rooftop,801,"N Quincy St",Arlington,VA,"Arlington County",22203,US,Arlington
E31574855E5224C485257B0B004D1FF8,," Mobile",,Mobile,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
E36F42F015564D5F88256BF80074818C,,"3115 Lee Hwy",3115,"Lee Hwy",,,,Arlington,VA,22201,38.896756,-77.095932,1,rooftop,3115,"Lee Hwy",Arlington,VA,"Arlington County",22201,US,Arlington
E38CF68B3EA61E9386257EF40066BD8B,,"1924 N Uhle Street",1924,"N Uhle Street",,,,Arlington,VA,22201,38.896571,-77.085706,1,rooftop,1924,"N Uhle St",Arlington,VA,"Arlington County",22201,US,Arlington
E3A21CA1886977D888256BF80074824B,,"2706 S 24th Rd",2706,"S 24th Rd",,,,Arlington,VA,22206,38.847821,-77.0825,1,rooftop,2706,"24th Rd S",Arlington,VA,"Arlington County",22206,US,Arlington
E3D5525A42A51EC388256BF8007486F0,,"1100 S Hayes St X-8",1100,"S Hayes St X-8",,,"3rd Floor",Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
E3EB02ECF96455EB8525808A0068507A,,"1776 Wilson Blvd",1776,"Wilson Blvd",,,,Arlington,VA,22209,38.893846,-77.07822,1,rooftop,1776,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
E448D52AD75B67A8852580D7006E3C4A,,"1926 Wilson Blvd",1926,"Wilson Blvd",,,,Arlington,VA,,38.89257,-77.081454,1,rooftop,1926,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
E4DD5F7219AC36B888256BF8007483AA,,"3030 Columbia Pike",3030,"Columbia Pike",,,,Arlington,VA,22204,38.862066,-77.088084,1,rooftop,3030,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
E5A0A978E0C3BBF085257EEC0065C3CE,,"2761 Washington Blvd",2761,"Washington Blvd",,,,Arlington,VA,22201,38.881184,-77.090376,1,rooftop,2761,"Washington Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
E5BB478C68095BCA88256BF80074839C,,"1501 N Lincoln St",1501,"N Lincoln St",,,,Arlington,VA,22201,38.890094,-77.10276,1,rooftop,1501,"N Lincoln St",Arlington,VA,"Arlington County",22201,US,Arlington
E61CC33B362900A285256EB4005E0CF4,,"2201 Wilson Blvd",2201,"Wilson Blvd",,,,Arlington,VA,22201,38.891327,-77.086177,1,rooftop,2201,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
E647474FC5A84D4885257A6900669597,," Mobile",,Mobile,,,"MOBILE #",Arlington,VA,22209,38.895023,-77.075463,1,place,,,Arlington,VA,"Arlington County",22209,US,"TIGER/Line® dataset from the US Census Bureau"
E64D6E27F16DCF1988256BF8007482CC,,"4010 S 28th St",4010,"S 28th St",,,,Arlington,VA,22206,38.840655,-77.086915,0.5,range_interpolation,4010,"28th St S",Arlington,VA,"Arlington County",22206,US,"TIGER/Line® dataset from the US Census Bureau"
E65722786D35A54F852581450069EA91,,"1901 Fort Myer Drive #LLB-30",1901,"Fort Myer Drive #LLB-30",,,,Arlington,VA,22209,38.897436,-77.072005,1,rooftop,1901,"Fort Myer Dr",Arlington,VA,"Arlington County",22209,US,Arlington
E69CE999F34527198825765B006CA0E8,,"1413 S Fern St",1413,"S Fern St",,,,Arlington,VA,22202,38.860521,-77.056017,1,rooftop,1413,"S Fern St",Arlington,VA,"Arlington County",22202,US,Arlington
E6E1747BE8541B1188256BF80074844F,,"3450 Washington Blvd",3450,"Washington Blvd",,,,Arlington,VA,22201,38.885644,-77.103069,1,rooftop,3450,"Washington Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
E6F8E2B88A3D1ACD88256BF800748301,,"935 N Stafford St",935,"N Stafford St",,,,Arlington,VA,22203,38.882058,-77.110055,1,rooftop,935,"N Stafford St",Arlington,VA,"Arlington County",22203,US,Arlington
E7209EA5463F032F85258255006F2529,,"1812 N Moore Street",1812,"N Moore Street",,,,Arlington,VA,22209,38.896406,-77.071816,1,rooftop,1812,"N Moore St",Arlington,VA,"Arlington County",22209,US,Arlington
E75D2FF90FE6A31E852577D5007173D9,,"1515 N Courthouse Rd",1515,"N Courthouse Rd",,,,Arlington,VA,22201,38.891189,-77.083635,1,rooftop,1515,"N Courthouse Rd",Arlington,VA,"Arlington County",22201,US,Arlington
